Estado;Tipo de crimen;Ocurrencias;Fecha
Espírito Santo;Robo a entidad financiera;0;01/03/2022
Espírito Santo;Robo de mercancía;3;01/03/2022
Espírito Santo;Robo de vehiculo;328;01/03/2022
Espírito Santo;Robo seguido de muerte;2;01/03/2022
Espírito Santo;Tentativa de homicidio;225;01/03/2022
Espírito Santo;Violación;148;01/04/2022
Espírito Santo;Hurto en el vehículo;409;01/04/2022
Espírito Santo;Homicidio doloso;91;01/04/2022
Espírito Santo;Lesiones corporales seguidas de muerte;4;01/04/2022
Espírito Santo;Robo a entidad financiera;1;01/04/2022
Espírito Santo;Robo de mercancía;0;01/04/2022
Espírito Santo;Robo de vehiculo;288;01/04/2022
Espírito Santo;Robo seguido de muerte;0;01/04/2022
Espírito Santo;Tentativa de homicidio;219;01/04/2022
Espírito Santo;Violación;132;01/05/2022
Espírito Santo;Hurto en el vehículo;427;01/05/2022
Espírito Santo;Homicidio doloso;67;01/05/2022
Espírito Santo;Lesiones corporales seguidas de muerte;1;01/05/2022
Espírito Santo;Robo a entidad financiera;3;01/05/2022
Espírito Santo;Robo de mercancía;3;01/05/2022
Espírito Santo;Robo de vehiculo;265;01/05/2022
Espírito Santo;Robo seguido de muerte;4;01/05/2022
Espírito Santo;Tentativa de homicidio;164;01/05/2022
Espírito Santo;Violación;142;01/06/2022
Espírito Santo;Hurto en el vehículo;307;01/06/2022
Espírito Santo;Homicidio doloso;61;01/06/2022
Espírito Santo;Lesiones corporales seguidas de muerte;0;01/06/2022
Espírito Santo;Robo a entidad financiera;2;01/06/2022
Espírito Santo;Robo de mercancía;7;01/06/2022
Espírito Santo;Robo de vehiculo;230;01/06/2022
Espírito Santo;Robo seguido de muerte;0;01/06/2022
Espírito Santo;Tentativa de homicidio;166;01/06/2022
Espírito Santo;Violación;158;01/07/2022
Espírito Santo;Hurto en el vehículo;377;01/07/2022
Espírito Santo;Homicidio doloso;91;01/07/2022
Espírito Santo;Lesiones corporales seguidas de muerte;1;01/07/2022
Espírito Santo;Robo a entidad financiera;1;01/07/2022
Espírito Santo;Robo de mercancía;5;01/07/2022
Espírito Santo;Robo de vehiculo;245;01/07/2022
Espírito Santo;Robo seguido de muerte;0;01/07/2022
Espírito Santo;Tentativa de homicidio;214;01/07/2022
Espírito Santo;Violación;135;01/08/2022
Espírito Santo;Hurto en el vehículo;343;01/08/2022
Espírito Santo;Homicidio doloso;95;01/08/2022
Espírito Santo;Lesiones corporales seguidas de muerte;3;01/08/2022
Espírito Santo;Robo a entidad financiera;1;01/08/2022
Espírito Santo;Robo de mercancía;5;01/08/2022
Espírito Santo;Robo de vehiculo;234;01/08/2022
Espírito Santo;Robo seguido de muerte;3;01/08/2022
Espírito Santo;Tentativa de homicidio;210;01/08/2022
Espírito Santo;Violación;184;01/09/2022
Espírito Santo;Hurto en el vehículo;411;01/09/2022
Espírito Santo;Homicidio doloso;66;01/09/2022
Espírito Santo;Lesiones corporales seguidas de muerte;3;01/09/2022
Espírito Santo;Robo a entidad financiera;4;01/09/2022
Espírito Santo;Robo de mercancía;4;01/09/2022
Espírito Santo;Robo de vehiculo;250;01/09/2022
Espírito Santo;Robo seguido de muerte;2;01/09/2022
Espírito Santo;Tentativa de homicidio;218;01/09/2022
Goiás;Violación;50;01/01/2022
Goiás;Hurto en el vehículo;407;01/01/2022
Goiás;Homicidio doloso;80;01/01/2022
Goiás;Lesiones corporales seguidas de muerte;1;01/01/2022
Goiás;Robo a entidad financiera;0;01/01/2022
Goiás;Robo de mercancía;4;01/01/2022
Goiás;Robo de vehiculo;120;01/01/2022
Goiás;Robo seguido de muerte;1;01/01/2022
Goiás;Tentativa de homicidio;117;01/01/2022
Goiás;Violación;43;01/02/2022
Goiás;Hurto en el vehículo;386;01/02/2022
Goiás;Homicidio doloso;87;01/02/2022
Goiás;Lesiones corporales seguidas de muerte;2;01/02/2022
Goiás;Robo a entidad financiera;0;01/02/2022
Goiás;Robo de mercancía;11;01/02/2022
Goiás;Robo de vehiculo;132;01/02/2022
Goiás;Robo seguido de muerte;3;01/02/2022
Goiás;Tentativa de homicidio;98;01/02/2022
Goiás;Violación;57;01/03/2022
Goiás;Hurto en el vehículo;547;01/03/2022
Goiás;Homicidio doloso;114;01/03/2022
Goiás;Lesiones corporales seguidas de muerte;3;01/03/2022
Goiás;Robo a entidad financiera;0;01/03/2022
Goiás;Robo de mercancía;14;01/03/2022
Goiás;Robo de vehiculo;135;01/03/2022
Goiás;Robo seguido de muerte;5;01/03/2022
Goiás;Tentativa de homicidio;150;01/03/2022
Goiás;Violación;24;01/04/2022
Goiás;Hurto en el vehículo;464;01/04/2022
Goiás;Homicidio doloso;114;01/04/2022
Goiás;Lesiones corporales seguidas de muerte;1;01/04/2022
Goiás;Robo a entidad financiera;0;01/04/2022
Goiás;Robo de mercancía;7;01/04/2022
Goiás;Robo de vehiculo;116;01/04/2022
Goiás;Robo seguido de muerte;1;01/04/2022
Goiás;Tentativa de homicidio;109;01/04/2022
Goiás;Violación;58;01/05/2022
Goiás;Hurto en el vehículo;461;01/05/2022
Goiás;Homicidio doloso;94;01/05/2022
Goiás;Lesiones corporales seguidas de muerte;1;01/05/2022
Goiás;Robo a entidad financiera;0;01/05/2022
Goiás;Robo de mercancía;9;01/05/2022
Goiás;Robo de vehiculo;100;01/05/2022
Goiás;Robo seguido de muerte;6;01/05/2022
Goiás;Tentativa de homicidio;98;01/05/2022
Goiás;Violación;57;01/06/2022
Goiás;Hurto en el vehículo;432;01/06/2022
Goiás;Homicidio doloso;67;01/06/2022
Goiás;Lesiones corporales seguidas de muerte;0;01/06/2022
Goiás;Robo a entidad financiera;0;01/06/2022
Goiás;Robo de mercancía;9;01/06/2022
Goiás;Robo de vehiculo;96;01/06/2022
Goiás;Robo seguido de muerte;2;01/06/2022
Goiás;Tentativa de homicidio;97;01/06/2022
Goiás;Violación;70;01/07/2022
Goiás;Hurto en el vehículo;439;01/07/2022
Goiás;Homicidio doloso;100;01/07/2022
Goiás;Lesiones corporales seguidas de muerte;2;01/07/2022
Goiás;Robo a entidad financiera;0;01/07/2022
Goiás;Robo de mercancía;5;01/07/2022
Goiás;Robo de vehiculo;96;01/07/2022
Goiás;Robo seguido de muerte;3;01/07/2022
Goiás;Tentativa de homicidio;128;01/07/2022
Goiás;Violación;66;01/08/2022
Goiás;Hurto en el vehículo;413;01/08/2022
Goiás;Homicidio doloso;89;01/08/2022
Goiás;Lesiones corporales seguidas de muerte;4;01/08/2022
Goiás;Robo de mercancía;6;01/08/2022
Goiás;Robo de vehiculo;109;01/08/2022
Goiás;Robo seguido de muerte;3;01/08/2022
Goiás;Tentativa de homicidio;131;01/08/2022
Goiás;Violación;64;01/09/2022
Goiás;Hurto en el vehículo;409;01/09/2022
Goiás;Homicidio doloso;79;01/09/2022
Goiás;Lesiones corporales seguidas de muerte;5;01/09/2022
Goiás;Robo de mercancía;4;01/09/2022
Goiás;Robo de vehiculo;107;01/09/2022
Goiás;Robo seguido de muerte;1;01/09/2022
Goiás;Tentativa de homicidio;135;01/09/2022
Maranhao;Homicidio doloso;135;01/01/2022
Maranhao;Lesiones corporales seguidas de muerte;2;01/01/2022
Maranhao;Robo seguido de muerte;6;01/01/2022
Maranhao;Violación;152;01/02/2022
Maranhao;Hurto en el vehículo;189;01/02/2022
Maranhao;Homicidio doloso;137;01/02/2022
Maranhao;Lesiones corporales seguidas de muerte;1;01/02/2022
Maranhao;Robo a entidad financiera;1;01/02/2022
Maranhao;Robo de mercancía;4;01/02/2022
Maranhao;Robo de vehiculo;276;01/02/2022
Maranhao;Robo seguido de muerte;5;01/02/2022
Maranhao;Tentativa de homicidio;67;01/02/2022
Maranhao;Violación;138;01/03/2022
Maranhao;Hurto en el vehículo;210;01/03/2022
Maranhao;Homicidio doloso;115;01/03/2022
Maranhao;Lesiones corporales seguidas de muerte;0;01/03/2022
Maranhao;Robo a entidad financiera;4;01/03/2022
Maranhao;Robo de mercancía;3;01/03/2022
Maranhao;Robo de vehiculo;345;01/03/2022
Maranhao;Robo seguido de muerte;7;01/03/2022
Maranhao;Tentativa de homicidio;69;01/03/2022
Maranhao;Violación;155;01/04/2022
Maranhao;Hurto en el vehículo;192;01/04/2022
Maranhao;Homicidio doloso;145;01/04/2022
Maranhao;Lesiones corporales seguidas de muerte;0;01/04/2022
Maranhao;Robo a entidad financiera;0;01/04/2022
Maranhao;Robo de mercancía;4;01/04/2022
Maranhao;Robo de vehiculo;328;01/04/2022
Maranhao;Robo seguido de muerte;10;01/04/2022
Maranhao;Tentativa de homicidio;96;01/04/2022
Maranhao;Violación;189;01/05/2022
Maranhao;Hurto en el vehículo;216;01/05/2022
Maranhao;Homicidio doloso;144;01/05/2022
Maranhao;Lesiones corporales seguidas de muerte;1;01/05/2022
Maranhao;Robo a entidad financiera;1;01/05/2022
Maranhao;Robo de mercancía;1;01/05/2022
Maranhao;Robo de vehiculo;372;01/05/2022
Maranhao;Robo seguido de muerte;9;01/05/2022
Maranhao;Tentativa de homicidio;92;01/05/2022
Maranhao;Violación;175;01/06/2022
Maranhao;Hurto en el vehículo;245;01/06/2022
Maranhao;Homicidio doloso;137;01/06/2022
Maranhao;Lesiones corporales seguidas de muerte;1;01/06/2022
Maranhao;Robo a entidad financiera;2;01/06/2022
Maranhao;Robo de mercancía;4;01/06/2022
Maranhao;Robo de vehiculo;310;01/06/2022
Maranhao;Robo seguido de muerte;4;01/06/2022
Maranhao;Tentativa de homicidio;90;01/06/2022
Maranhao;Violación;183;01/07/2022
Maranhao;Hurto en el vehículo;211;01/07/2022
Maranhao;Homicidio doloso;144;01/07/2022
Maranhao;Lesiones corporales seguidas de muerte;0;01/07/2022
Maranhao;Robo a entidad financiera;1;01/07/2022
Maranhao;Robo de mercancía;3;01/07/2022
Maranhao;Robo de vehiculo;280;01/07/2022
Maranhao;Robo seguido de muerte;10;01/07/2022
Maranhao;Tentativa de homicidio;87;01/07/2022
Maranhao;Violación;175;01/08/2022
Maranhao;Hurto en el vehículo;205;01/08/2022
Maranhao;Homicidio doloso;157;01/08/2022
Maranhao;Lesiones corporales seguidas de muerte;0;01/08/2022
Maranhao;Robo a entidad financiera;0;01/08/2022
Maranhao;Robo de mercancía;4;01/08/2022
Maranhao;Robo de vehiculo;306;01/08/2022
Maranhao;Robo seguido de muerte;7;01/08/2022
Maranhao;Tentativa de homicidio;91;01/08/2022
Maranhao;Violación;181;01/09/2022
Maranhao;Hurto en el vehículo;215;01/09/2022
Maranhao;Homicidio doloso;168;01/09/2022
Maranhao;Lesiones corporales seguidas de muerte;0;01/09/2022
Maranhao;Robo a entidad financiera;1;01/09/2022
Maranhao;Robo de mercancía;1;01/09/2022
Maranhao;Robo de vehiculo;332;01/09/2022
Maranhao;Robo seguido de muerte;17;01/09/2022
Maranhao;Tentativa de homicidio;90;01/09/2022
Mato Grosso;Violación;165;01/01/2022
Mato Grosso;Hurto en el vehículo;184;01/01/2022
Mato Grosso;Homicidio doloso;57;01/01/2022
Mato Grosso;Lesiones corporales seguidas de muerte;0;01/01/2022
Mato Grosso;Robo a entidad financiera;1;01/01/2022
Mato Grosso;Robo de mercancía;23;01/01/2022
Mato Grosso;Robo de vehiculo;96;01/01/2022
Mato Grosso;Robo seguido de muerte;2;01/01/2022
Mato Grosso;Tentativa de homicidio;82;01/01/2022
Mato Grosso;Violación;162;01/02/2022
Mato Grosso;Hurto en el vehículo;155;01/02/2022
Mato Grosso;Homicidio doloso;73;01/02/2022
Mato Grosso;Lesiones corporales seguidas de muerte;1;01/02/2022
Mato Grosso;Robo a entidad financiera;0;01/02/2022
Mato Grosso;Robo de mercancía;26;01/02/2022
Mato Grosso;Robo de vehiculo;82;01/02/2022
Mato Grosso;Robo seguido de muerte;2;01/02/2022
Mato Grosso;Tentativa de homicidio;80;01/02/2022
Mato Grosso;Violación;184;01/03/2022
Mato Grosso;Hurto en el vehículo;170;01/03/2022
Mato Grosso;Homicidio doloso;97;01/03/2022
Mato Grosso;Lesiones corporales seguidas de muerte;2;01/03/2022
Mato Grosso;Robo a entidad financiera;0;01/03/2022
Mato Grosso;Robo de mercancía;35;01/03/2022
Mato Grosso;Robo de vehiculo;96;01/03/2022
Mato Grosso;Robo seguido de muerte;1;01/03/2022
Mato Grosso;Tentativa de homicidio;79;01/03/2022
Mato Grosso;Violación;161;01/04/2022
Mato Grosso;Hurto en el vehículo;169;01/04/2022
Mato Grosso;Homicidio doloso;84;01/04/2022
Mato Grosso;Lesiones corporales seguidas de muerte;0;01/04/2022
Mato Grosso;Robo a entidad financiera;0;01/04/2022
Mato Grosso;Robo de mercancía;28;01/04/2022
Mato Grosso;Robo de vehiculo;65;01/04/2022
Mato Grosso;Robo seguido de muerte;3;01/04/2022
Mato Grosso;Tentativa de homicidio;79;01/04/2022
Mato Grosso;Violación;206;01/05/2022
Mato Grosso;Hurto en el vehículo;169;01/05/2022
Mato Grosso;Homicidio doloso;69;01/05/2022
Mato Grosso;Lesiones corporales seguidas de muerte;1;01/05/2022
Mato Grosso;Robo a entidad financiera;0;01/05/2022
Mato Grosso;Robo de mercancía;31;01/05/2022
Mato Grosso;Robo de vehiculo;84;01/05/2022
Mato Grosso;Robo seguido de muerte;4;01/05/2022
Mato Grosso;Tentativa de homicidio;69;01/05/2022
Mato Grosso;Violación;142;01/06/2022
Mato Grosso;Hurto en el vehículo;182;01/06/2022
Mato Grosso;Homicidio doloso;59;01/06/2022
Mato Grosso;Lesiones corporales seguidas de muerte;0;01/06/2022
Mato Grosso;Robo a entidad financiera;0;01/06/2022
Mato Grosso;Robo de mercancía;28;01/06/2022
Mato Grosso;Robo de vehiculo;103;01/06/2022
Mato Grosso;Robo seguido de muerte;0;01/06/2022
Mato Grosso;Tentativa de homicidio;85;01/06/2022
Mato Grosso;Violación;167;01/07/2022
Mato Grosso;Hurto en el vehículo;170;01/07/2022
Mato Grosso;Homicidio doloso;77;01/07/2022
Mato Grosso;Lesiones corporales seguidas de muerte;0;01/07/2022
Mato Grosso;Robo a entidad financiera;0;01/07/2022
Mato Grosso;Robo de mercancía;29;01/07/2022
Mato Grosso;Robo de vehiculo;79;01/07/2022
Mato Grosso;Robo seguido de muerte;2;01/07/2022
Mato Grosso;Tentativa de homicidio;77;01/07/2022
Mato Grosso;Violación;142;01/08/2022
Mato Grosso;Hurto en el vehículo;211;01/08/2022
Mato Grosso;Homicidio doloso;80;01/08/2022
Mato Grosso;Lesiones corporales seguidas de muerte;0;01/08/2022
Mato Grosso;Robo a entidad financiera;0;01/08/2022
Mato Grosso;Robo de mercancía;20;01/08/2022
Mato Grosso;Robo de vehiculo;83;01/08/2022
Mato Grosso;Robo seguido de muerte;3;01/08/2022
Mato Grosso;Tentativa de homicidio;78;01/08/2022
Mato Grosso;Violación;176;01/09/2022
Mato Grosso;Hurto en el vehículo;181;01/09/2022
Mato Grosso;Homicidio doloso;80;01/09/2022
Mato Grosso;Lesiones corporales seguidas de muerte;0;01/09/2022
Mato Grosso;Robo a entidad financiera;0;01/09/2022
Mato Grosso;Robo de mercancía;15;01/09/2022
Mato Grosso;Robo de vehiculo;75;01/09/2022
Mato Grosso;Robo seguido de muerte;1;01/09/2022
Mato Grosso;Tentativa de homicidio;94;01/09/2022
Mato Grosso do Sul;Violación;131;01/01/2022
Mato Grosso do Sul;Hurto en el vehículo;276;01/01/2022
Mato Grosso do Sul;Homicidio doloso;45;01/01/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;0;01/01/2022
Mato Grosso do Sul;Robo a entidad financiera;0;01/01/2022
Mato Grosso do Sul;Robo de mercancía;0;01/01/2022
Mato Grosso do Sul;Robo de vehiculo;41;01/01/2022
Mato Grosso do Sul;Robo seguido de muerte;2;01/01/2022
Mato Grosso do Sul;Tentativa de homicidio;55;01/01/2022
Mato Grosso do Sul;Violación;110;01/02/2022
Mato Grosso do Sul;Hurto en el vehículo;266;01/02/2022
Mato Grosso do Sul;Homicidio doloso;35;01/02/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;0;01/02/2022
Mato Grosso do Sul;Robo a entidad financiera;0;01/02/2022
Mato Grosso do Sul;Robo de mercancía;0;01/02/2022
Mato Grosso do Sul;Robo de vehiculo;46;01/02/2022
Mato Grosso do Sul;Robo seguido de muerte;0;01/02/2022
Mato Grosso do Sul;Tentativa de homicidio;44;01/02/2022
Mato Grosso do Sul;Violación;158;01/03/2022
Mato Grosso do Sul;Hurto en el vehículo;304;01/03/2022
Mato Grosso do Sul;Homicidio doloso;39;01/03/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;0;01/03/2022
Mato Grosso do Sul;Robo a entidad financiera;0;01/03/2022
Mato Grosso do Sul;Robo de mercancía;0;01/03/2022
Mato Grosso do Sul;Robo de vehiculo;49;01/03/2022
Mato Grosso do Sul;Robo seguido de muerte;1;01/03/2022
Mato Grosso do Sul;Tentativa de homicidio;58;01/03/2022
Mato Grosso do Sul;Violación;161;01/04/2022
Mato Grosso do Sul;Hurto en el vehículo;300;01/04/2022
Mato Grosso do Sul;Homicidio doloso;38;01/04/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;0;01/04/2022
Mato Grosso do Sul;Robo a entidad financiera;0;01/04/2022
Mato Grosso do Sul;Robo de mercancía;0;01/04/2022
Mato Grosso do Sul;Robo de vehiculo;36;01/04/2022
Mato Grosso do Sul;Robo seguido de muerte;2;01/04/2022
Mato Grosso do Sul;Tentativa de homicidio;55;01/04/2022
Mato Grosso do Sul;Violación;154;01/05/2022
Mato Grosso do Sul;Hurto en el vehículo;286;01/05/2022
Mato Grosso do Sul;Homicidio doloso;33;01/05/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;2;01/05/2022
Mato Grosso do Sul;Robo a entidad financiera;0;01/05/2022
Mato Grosso do Sul;Robo de mercancía;0;01/05/2022
Mato Grosso do Sul;Robo de vehiculo;43;01/05/2022
Mato Grosso do Sul;Robo seguido de muerte;1;01/05/2022
Mato Grosso do Sul;Tentativa de homicidio;44;01/05/2022
Mato Grosso do Sul;Violación;158;01/06/2022
Mato Grosso do Sul;Hurto en el vehículo;265;01/06/2022
Mato Grosso do Sul;Homicidio doloso;42;01/06/2022
Mato Grosso do Sul;Robo de vehiculo;29;01/06/2022
Mato Grosso do Sul;Tentativa de homicidio;47;01/06/2022
Mato Grosso do Sul;Violación;192;01/07/2022
Mato Grosso do Sul;Hurto en el vehículo;326;01/07/2022
Mato Grosso do Sul;Homicidio doloso;38;01/07/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;1;01/07/2022
Mato Grosso do Sul;Robo de vehiculo;37;01/07/2022
Mato Grosso do Sul;Robo seguido de muerte;1;01/07/2022
Mato Grosso do Sul;Tentativa de homicidio;67;01/07/2022
Mato Grosso do Sul;Violación;163;01/08/2022
Mato Grosso do Sul;Hurto en el vehículo;285;01/08/2022
Mato Grosso do Sul;Homicidio doloso;19;01/08/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;0;01/08/2022
Mato Grosso do Sul;Robo a entidad financiera;0;01/08/2022
Mato Grosso do Sul;Robo de mercancía;0;01/08/2022
Mato Grosso do Sul;Robo de vehiculo;45;01/08/2022
Mato Grosso do Sul;Robo seguido de muerte;2;01/08/2022
Mato Grosso do Sul;Tentativa de homicidio;73;01/08/2022
Mato Grosso do Sul;Violación;182;01/09/2022
Mato Grosso do Sul;Hurto en el vehículo;319;01/09/2022
Mato Grosso do Sul;Homicidio doloso;37;01/09/2022
Mato Grosso do Sul;Lesiones corporales seguidas de muerte;0;01/09/2022
Mato Grosso do Sul;Robo a entidad financiera;0;01/09/2022
Mato Grosso do Sul;Robo de mercancía;0;01/09/2022
Mato Grosso do Sul;Robo de vehiculo;38;01/09/2022
Mato Grosso do Sul;Robo seguido de muerte;0;01/09/2022
Mato Grosso do Sul;Tentativa de homicidio;59;01/09/2022
Minas Gerais;Violación;78;01/01/2022
Minas Gerais;Hurto en el vehículo;1252;01/01/2022
Minas Gerais;Homicidio doloso;177;01/01/2022
Minas Gerais;Lesiones corporales seguidas de muerte;0;01/01/2022
Minas Gerais;Robo a entidad financiera;0;01/01/2022
Minas Gerais;Robo de mercancía;24;01/01/2022
Minas Gerais;Robo de vehiculo;226;01/01/2022
Minas Gerais;Robo seguido de muerte;7;01/01/2022
Minas Gerais;Tentativa de homicidio;195;01/01/2022
Minas Gerais;Violación;65;01/02/2022
Minas Gerais;Hurto en el vehículo;1248;01/02/2022
Minas Gerais;Homicidio doloso;189;01/02/2022
Minas Gerais;Lesiones corporales seguidas de muerte;0;01/02/2022
Minas Gerais;Robo a entidad financiera;0;01/02/2022
Minas Gerais;Robo de mercancía;46;01/02/2022
Minas Gerais;Robo de vehiculo;199;01/02/2022
Minas Gerais;Robo seguido de muerte;7;01/02/2022
Minas Gerais;Tentativa de homicidio;185;01/02/2022
Minas Gerais;Violación;79;01/03/2022
Minas Gerais;Hurto en el vehículo;1804;01/03/2022
Minas Gerais;Homicidio doloso;237;01/03/2022
Minas Gerais;Lesiones corporales seguidas de muerte;0;01/03/2022
Minas Gerais;Robo a entidad financiera;4;01/03/2022
Minas Gerais;Robo de mercancía;25;01/03/2022
Minas Gerais;Robo de vehiculo;334;01/03/2022
Minas Gerais;Robo seguido de muerte;4;01/03/2022
Minas Gerais;Tentativa de homicidio;278;01/03/2022
Minas Gerais;Violación;70;01/04/2022
Minas Gerais;Hurto en el vehículo;1611;01/04/2022
Minas Gerais;Homicidio doloso;234;01/04/2022
Minas Gerais;Lesiones corporales seguidas de muerte;2;01/04/2022
Minas Gerais;Robo a entidad financiera;2;01/04/2022
Minas Gerais;Robo de mercancía;15;01/04/2022
Minas Gerais;Robo de vehiculo;323;01/04/2022
